"PVWatts Hourly PV Performance Data"
"Requested Location","qatar"
"Location","ABU DHABI, UNITED ARAB EMIRATES"
"Latitude (DD)","24.43"
"Longitude (DD)","54.65"
"Elevation (m)","27"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","3","15","600","113","23.7","7.2","0.27","502.984","29.7","3439.357","3285.778"
"1","3","16","483","68","23","6.7","0.27","287.17","26.58","1916.877","1817.246"
"1","3","17","0","24","22","5.1","0.27","23.17","22.297","91.822","56.86"
"1","3","18","0","0","20.4","4.6","0.27","0","20.4","0","0"
"1","3","19","0","0","20","4.1","0.27","0","20","0","0"
"1","3","20","0","0","19","2.6","0.27","0","19","0","0"
"1","3","21","0","0","18.5","3.1","0.27","0","18.5","0","0"
"1","3","22","0","0","19","3.6","0.27","0","19","0","0"
"1","3","23","0","0","19","2.6","0.27","0","19","0","0"
"1","4","0","0","0","18.8","3.1","0.27","0","18.8","0","0"
"1","4","1","0","0","19","3.6","0.27","0","19","0","0"
"1","4","2","0","0","18.6","3.1","0.27","0","18.6","0","0"
"1","4","3","0","0","18.3","2.6","0.27","0","18.3","0","0"
"1","4","4","0","0","16.6","11.3","0.27","0","16.6","0","0"
"1","4","5","0","0","15","1.5","0.27","0","15","0","0"
"1","4","6","0","0","14.3","1","0.27","0","14.3","0","0"
"1","4","7","77","27","15","1.5","0.27","50.29","16.264","257.836","216.992"
"1","4","8","270","144","17","2.1","0.27","282.703","23.757","1926.312","1826.347"
"1","4","9","754","77","20.7","2.6","0.27","572.7","33.208","3873.376","3704.418"
"1","4","10","513","208","22","5.7","0.27","635.97","30.872","4279.516","4096.167"
"1","4","11","552","228","23","5.7","0.27","738.508","33.288","4898.299","4693.025"
"1","4","12","553","240","23.2","6.2","0.27","768.246","33.311","5085.171","4873.274"
"1","4","13","551","224","23","5.7","0.27","729.028","33.157","4840.472","4637.247"
"1","4","14","534","187","23","6.2","0.27","621.714","31.202","4184.892","4004.896"
"1","4","15","623","123","22.5","5.7","0.27","528.569","29.899","3612.424","3452.713"
"1","4","16","484","69","21.7","4.4","0.27","289.624","26.443","1936.648","1836.317"
"1","4","17","9","25","21","3.1","0.27","27.487","21.481","116.689","80.845"
"1","4","18","0","0","19.7","3.6","0.27","0","19.7","0","0"
"1","4","19","0","0","19","3.6","0.27","0","19","0","0"
"1","4","20","0","0","19","2.6","0.27","0","19","0","0"
"1","4","21","0","0","19.1","2.1","0.27","0","19.1","0","0"
"1","4","22","0","0","19","3.1","0.27","0","19","0","0"
"1","4","23","0","0","18.2","2.8","0.27","0","18.2","0","0"
"1","5","0","0","0","18.2","2.6","0.27","0","18.2","0","0"
"1","5","1","0","0","18","1.5","0.27","0","18","0","0"
"1","5","2","0","0","16","1","0.27","0","16","0","0"
"1","5","3","0","0","15.6","1","0.27","0","15.6","0","0"
"1","5","4","0","0","15.3","1.5","0.27","0","15.3","0","0"
"1","5","5","0","0","15","2.1","0.27","0","15","0","0"
"1","5","6","0","0","14.5","1.5","0.27","0","14.5","0","0"
"1","5","7","81","27","15","2.1","0.27","50.931","16.124","258.971","218.086"
"1","5","8","272","143","17","1","0.27","282.083","25.624","1907.515","1808.215"
"1","5","9","755","76","19.6","2.6","0.27","571.719","32.086","3883.872","3714.543"
"1","5","10","828","92","21.3","3.4","0.27","755.613","35.686","5019.212","4809.653"
"1","5","11","806","150","23","4.1","0.27","878.718","38.038","5735.043","5500.119"
"1","5","12","856","113","22.8","4.6","0.27","901.867","37.209","5901.523","5660.7"
"1","5","13","850","105","23","5.7","0.27","857.842","34.968","5678.876","5445.942"
"1","5","14","814","93","22.6","6.2","0.27","735.474","32.316","4953.956","4746.709"
"1","5","15","729","78","22.3","6.2","0.27","544.287","29.507","3735.959","3571.871"
"1","5","16","491","69","22","5.7","0.27","293.575","26.085","1968.368","1866.912"
"1","5","17","20","25","21","3.6","0.27","29.89","21.492","132.808","96.394"
"1","5","18","0","0","19.9","2.6","0.27","0","19.9","0","0"
"1","5","19","0","0","20","2.6","0.27","0","20","0","0"
"1","5","20","0","0","20","3.6","0.27","0","20","0","0"
"1","5","21","0","0","19.4","3.6","0.27","0","19.4","0","0"
"1","5","22","0","0","18","1","0.27","0","18","0","0"
"1","5","23","0","0","17","1.5","0.27","0","17","0","0"
"1","6","0","0","0","16.1","1","0.27","0","16.1","0","0"
"1","6","1","0","0","15","1.5","0.27","0","15","0","0"
"1","6","2","0","0","14","2.1","0.27","0","14","0","0"
"1","6","3","0","0","14.1","1.5","0.27","0","14.1","0","0"
"1","6","4","0","0","14","1","0.27","0","14","0","0"
"1","6","5","0","0","14","2.1","0.27","0","14","0","0"
"1","6","6","0","0","13.9","1","0.27","0","13.9","0","0"
"1","6","7","82","26","14","2.1","0.27","49.648","15.092","251.059","210.454"
"1","6","8","366","101","16.4","2.3","0.27","281.014","22.861","1921.055","1821.276"
"1","6","9","626","116","18.8","2.6","0.27","535.646","30.491","3650.018","3488.975"
"1","6","10","799","107","23","1.5","0.27","749.597","43.374","4825.397","4622.705"
"1","6","11","848","108","23","2.6","0.27","865.43","41.826","5571.92","5342.777"
"1","6","12","853","114","23.2","3.1","0.27","901.066","41.17","5803.488","5566.139"
"1","6","13","851","105","23","4.1","0.27","859.835","37.722","5630.054","5398.851"
"1","6","14","812","95","23","4.6","0.27","737.544","34.809","4918.727","4712.729"
"1","6","15","730","79","22.8","4.1","0.27","547.404","32.21","3717.544","3554.108"
"1","6","16","492","70","22","4.1","0.27","296.051","27.057","1979.649","1877.794"
"1","6","17","32","25","21","3.1","0.27","35.127","21.618","152.296","115.191"
"1","6","18","0","0","19.7","2.1","0.27","0","19.7","0","0"
"1","6","19","0","0","20","1.5","0.27","0","20","0","0"
"1","6","20","0","0","18","1","0.27","0","18","0","0"
"1","6","21","0","0","16.7","1","0.27","0","16.7","0","0"
"1","6","22","0","0","16","0.5","0.27","0","16","0","0"
"1","6","23","0","0","16","2.1","0.27","0","16","0","0"
"1","7","0","0","0","15.5","1.5","0.27","0","15.5","0","0"
"1","7","1","0","0","15","1.5","0.27","0","15","0","0"
"1","7","2","0","0","14.8","2","0.27","0","14.8","0","0"
"1","7","3","0","0","14.6","2.6","0.27","0","14.6","0","0"
"1","7","4","0","0","13","1","0.27","0","13","0","0"
"1","7","5","0","0","12","2.1","0.27","0","12","0","0"
"1","7","6","0","0","12.3","2.1","0.27","0","12.3","0","0"
"1","7","7","137","26","13","2.1","0.27","65.273","14.423","327.015","283.719"
"1","7","8","317","105","16","1.5","0.27","257.64","22.99","1755.614","1661.697"
"1","7","9","534","156","18","2.1","0.27","516.559","30.385","3511.955","3355.804"
"1","7","10","795","109","22","1.5","0.27","748.616","42.347","4838.642","4635.481"
"1","7","11","848","109","23","1.5","0.27","866.93","46.529","5475.008","5249.299"
"1","7","12","895","102","23.3","2.6","0.27","919.5","43.296","5873.148","5633.33"
"1","7","13","841","112","23.6","2.1","0.27","860.176","44.168","5486.454","5260.339"
"1","7","14","817","94","24","3.1","0.27","741.652","38.823","4867.679","4663.49"
"1","7","15","756","74","17.3","3.6","0.27","559.371","27.651","3868.014","3699.246"
"1","7","16","527","67","22","3.1","0.27","308.813","28.149","2059.969","1955.268"
"1","7","17","53","26","21","3.1","0.27","41.214","21.735","186.12","147.817"
"1","7","18","0","0","19.9","1.5","0.27","0","19.9","0","0"
"1","7","19","0","0","18","1.5","0.27","0","18","0","0"
"1","7","20","0","0","17","2.1","0.27","0","17","0","0"
"1","7","21","0","0","16.8","1","0.27","0","16.8","0","0"
"1","7","22","0","0","15.9","1","0.27","0","15.9","0","0"
"1","7","23","0","0","15","1","0.27","0","15","0","0"
"1","8","0","0","0","15","1.5","0.27","0","15","0","0"
"1","8","1","0","0","14","0","0.27","0","14","0","0"
"1","8","2","0","0","14.1","1","0.27","0","14.1","0","0"
"1","8","3","0","0","14.2","1","0.27","0","14.2","0","0"
"1","8","4","0","0","13.6","1","0.27","0","13.6","0","0"
"1","8","5","0","0","13","0","0.27","0","13","0","0"
"1","8","6","0","0","11.2","0.5","0.27","0","11.2","0","0"
"1","8","7","133","27","12","2.1","0.27","65.447","13.425","328.521","285.171"
"1","8","8","317","105","15","3.1","0.27","257.291","20.131","1772.469","1677.955"
"1","8","9","495","144","17.8","1.5","0.27","478.755","30.829","3245.956","3099.231"
"1","8","10","600","171","21","1.5","0.27","666.997","39.112","4353.012","4167.059"
"1","8","11","676","177","23","0.5","0.27","796.316","50.871","4927.304","4721.001"
"1","8","12","741","163","24.2","2.6","0.27","860.25","42.893","5493.518","5267.152"
"1","8","13","791","151","25","2.6","0.27","864.766","43.804","5515.315","5288.177"
"1","8","14","776","113","25","3.1","0.27","732.315","39.633","4786.409","4585.099"
"1","8","15","645","105","25.5","1.5","0.27","528.15","39.886","3470.061","3315.395"
"1","8","16","479","73","23.2","4.6","0.27","295.624","27.917","1973.635","1871.993"
"1","8","17","55","26","21","4.1","0.27","41.751","21.649","196.483","157.812"
"1","8","18","0","0","20","3.1","0.27","0","20","0","0"
"1","8","19","0","0","19","3.1","0.27","0","19","0","0"
"1","8","20","0","0","18","2.6","0.27","0","18","0","0"
"1","8","21","0","0","17.5","2.6","0.27","0","17.5","0","0"
"1","8","22","0","0","17","1","0.27","0","17","0","0"
"1","8","23","0","0","16","1","0.27","0","16","0","0"
"1","9","0","0","0","15.7","1","0.27","0","15.7","0","0"
"1","9","1","0","0","15","1","0.27","0","15","0","0"
"1","9","2","0","0","13.2","1","0.27","0","13.2","0","0"
"1","9","3","0","0","11.5","1","0.27","0","11.5","0","0"
"1","9","4","0","0","12","1.5","0.27","0","12","0","0"
"1","9","5","0","0","11","1.5","0.27","0","11","0","0"
"1","9","6","0","0","11.5","1.5","0.27","0","11.5","0","0"
"1","9","7","154","26","12","1.5","0.27","68.283","13.679","338.298","294.602"
"1","9","8","291","143","15","1","0.27","289.064","23.836","1968.463","1867.004"
"1","9","9","807","65","18.2","2.6","0.27","590.432","31.097","4029.911","3855.407"
"1","9","10","872","79","21","3.1","0.27","770.015","36.391","5102.935","4890.409"
"1","9","11","892","93","22.5","2.8","0.27","881.984","41.02","5698.445","5464.818"
"1","9","12","883","104","24.1","2.6","0.27","912.765","43.947","5813.523","5575.819"
"1","9","13","857","105","24","4.1","0.27","868.612","38.87","5658.913","5426.686"
"1","9","14","824","93","24","4.1","0.27","748.782","36.839","4951.876","4744.703"
"1","9","15","741","77","23.5","5.1","0.27","556.324","31.873","3782.469","3616.733"
"1","9","16","506","71","23","5.1","0.27","306.145","27.582","2050.165","1945.811"
"1","9","17","86","26","21","3.6","0.27","51.814","21.857","238.947","198.771"
"1","9","18","0","0","19.7","3.1","0.27","0","19.7","0","0"
"1","9","19","0","0","18","3.6","0.27","0","18","0","0"
"1","9","20","0","0","17.2","3.1","0.27","0","17.2","0","0"
"1","9","21","0","0","16.4","2.1","0.27","0","16.4","0","0"
"1","9","22","0","0","16","2.1","0.27","0","16","0","0"
"1","9","23","0","0","15","3.6","0.27","0","15","0","0"
"1","10","0","0","0","14","2.6","0.27","0","14","0","0"
"1","10","1","0","0","13.5","2","0.27","0","13.5","0","0"
"1","10","2","0","0","13","1.5","0.27","0","13","0","0"
"1","10","3","0","0","11.1","1.5","0.27","0","11.1","0","0"
"1","10","4","0","0","12","1","0.27","0","12","0","0"
"1","10","5","0","0","12","1.5","0.27","0","12","0","0"
"1","10","6","0","0","10.8","0.5","0.27","0","10.8","0","0"
"1","10","7","154","26","12.9","0.7","0.27","68.09","14.939","334.169","290.619"
"1","10","8","291","143","15","1","0.27","288.717","23.825","1965.838","1864.472"
"1","10","9","805","65","17.5","1","0.27","588.867","35.585","3948.81","3777.179"
"1","10","10","868","80","21","0.5","0.27","768.156","47.953","4857.23","4653.411"
"1","10","11","854","107","23","3.6","0.27","871.331","39.056","5670.39","5437.757"
"1","10","12","879","106","23.5","3.1","0.27","912.329","41.695","5862.834","5623.382"
"1","10","13","887","95","24","3.6","0.27","878.573","40.192","5695.239","5461.725"
"1","10","14","846","93","24","4.6","0.27","767.226","36.283","5084.063","4872.206"
"1","10","15","784","69","23.4","5.1","0.27","575.653","32.065","3913.573","3743.191"
"1","10","16","535","68","22","5.1","0.27","316.54","26.739","2130.429","2023.231"
"1","10","17","103","25","21","3.6","0.27","54.676","21.914","259.496","218.593"
"1","10","18","0","0","19","2.1","0.27","0","19","0","0"
"1","10","19","0","0","18.3","2.1","0.27","0","18.3","0","0"
"1","10","20","0","0","17.5","1.5","0.27","0","17.5","0","0"
"1","10","21","0","0","16.8","1.5","0.27","0","16.8","0","0"
"1","10","22","0","0","15","1","0.27","0","15","0","0"
"1","10","23","0","0","14.9","0","0.27","0","14.9","0","0"
"1","11","0","0","0","14.8","0","0.27","0","14.8","0","0"
"1","11","1","0","0","13","0.5","0.27","0","13","0","0"
"1","11","2","0","0","14","0","0.27","0","14","0","0"
"1","11","3","0","0","12.1","1.5","0.27","0","12.1","0","0"
"1","11","4","0","0","11","0.5","0.27","0","11","0","0"
"1","11","5","0","0","13","1","0.27","0","13","0","0"
"1","11","6","0","0","11.4","1","0.27","0","11.4","0","0"
"1","11","7","150","26","12","0.5","0.27","67.134","14.126","329.996","286.595"
"1","11","8","291","143","16","1","0.27","288.376","24.814","1955.588","1854.585"
"1","11","9","802","66","18.7","1","0.27","587.864","36.754","3923.372","3752.643"
"1","11","10","868","80","22","1.5","0.27","768.318","42.888","4960.137","4752.671"
"1","11","11","846","111","24","1","0.27","869.398","50.587","5396.264","5173.344"
"1","11","12","858","117","24.2","1.5","0.27","913.288","48.972","5693.13","5459.691"
"1","11","13","854","107","25","3.6","0.27","870.805","41.046","5621.968","5391.051"
"1","11","14","833","90","24","3.6","0.27","755.331","37.941","4972.223","4764.329"
"1","11","15","740","83","23.8","5.1","0.27","565.196","32.305","3834.566","3666.983"
"1","11","16","513","72","23","6.2","0.27","312.288","27.114","2099.846","1993.731"
"1","11","17","123","25","21.6","4.6","0.27","64.105","22.539","314.579","271.724"
"1","11","18","0","0","20.2","3.1","0.27","0","20.2","0","0"
"1","11","19","0","0","19","3.1","0.27","0","19","0","0"
"1","11","20","0","0","18.2","3.1","0.27","0","18.2","0","0"
"1","11","21","0","0","17.5","2.1","0.27","0","17.5","0","0"
"1","11","22","0","0","17","1","0.27","0","17","0","0"
"1","11","23","0","0","17","1","0.27","0","17","0","0"
"1","12","0","0","0","16","0","0.27","0","16","0","0"
"1","12","1","0","0","15","1.5","0.27","0","15","0","0"
"1","12","2","0","0","14","1.5","0.27","0","14","0","0"
"1","12","3","0","0","13.2","1.5","0.27","0","13.2","0","0"
"1","12","4","0","0","13","1.5","0.27","0","13","0","0"
"1","12","5","0","0","13","1","0.27","0","13","0","0"
"1","12","6","0","0","10.7","1.5","0.27","0","10.7","0","0"
"1","12","7","86","26","12","1","0.27","49.784","13.387","247.242","206.773"
"1","12","8","291","143","15","1.5","0.27","288.042","22.813","1968.413","1866.956"
"1","12","9","799","67","18.5","1","0.27","586.905","36.524","3920.111","3749.497"
"1","12","10","819","96","22","1.5","0.27","753.423","42.478","4867.877","4663.681"
"1","12","11","523","249","22","3.1","0.27","737.646","36.692","4820.527","4618.008"
"1","12","12","716","180","23","2.6","0.27","859.265","41.667","5508.753","5281.848"
"1","12","13","835","117","23","3.1","0.27","866.675","40.289","5609.758","5379.273"
"1","12","14","821","94","23","4.1","0.27","752.024","35.893","4988.978","4780.49"
"1","12","15","734","82","22.5","4.6","0.27","561.813","31.515","3822.593","3655.435"
"1","12","16","512","73","22","4.1","0.27","313.933","27.37","2110.789","2004.286"
"1","12","17","133","25","21","3.6","0.27","65.991","22.109","320.477","277.412"
"1","12","18","0","0","20","2.6","0.27","0","20","0","0"
"1","12","19","0","0","19","1.5","0.27","0","19","0","0"
"1","12","20","0","0","18.3","1","0.27","0","18.3","0","0"
"1","12","21","0","0","17.7","0.5","0.27","0","17.7","0","0"
"1","12","22","0","0","16","0","0.27","0","16","0","0"
"1","12","23","0","0","13","1.5","0.27","0","13","0","0"
"1","13","0","0","0","12.8","2.1","0.27","0","12.8","0","0"
"1","13","1","0","0","12","1","0.27","0","12","0","0"
"1","13","2","0","0","12","2.1","0.27","0","12","0","0"
"1","13","3","0","0","12","1.5","0.27","0","12","0","0"
"1","13","4","0","0","12","2.1","0.27","0","12","0","0"
"1","13","5","0","0","12","1.5","0.27","0","12","0","0"
"1","13","6","0","0","12","1","0.27","0","12","0","0"
"1","13","7","0","11","12","2.1","0.27","10.171","12.227","50.667","17.163"
"1","13","8","0","67","13","1.5","0.27","62.83","14.704","420.309","373.707"
"1","13","9","0","128","13.3","1","0.27","121.537","17.01","822.185","761.343"
"1","13","10","583","233","16","2.6","0.27","716.386","31.582","4806.115","4604.107"
"1","13","11","889","100","21","0.5","0.27","889.628","52.162","5486.138","5260.034"
"1","13","12","893","103","22","1.5","0.27","924.708","47.084","5810.846","5573.236"
"1","13","13","833","119","23","3.1","0.27","868.431","40.323","5619.009","5388.196"
"1","13","14","866","81","24","3.1","0.27","768.938","39.367","5033.72","4823.647"
"1","13","15","790","70","23","3.6","0.27","585.21","33.827","3949.519","3777.864"
"1","13","16","557","68","22","4.6","0.27","329.375","27.262","2220.015","2109.642"
"1","13","17","140","26","21","3.6","0.27","69.416","22.178","346.996","302.992"
"1","13","18","0","0","19","2.6","0.27","0","19","0","0"
"1","13","19","0","0","18","2.6","0.27","0","18","0","0"
"1","13","20","0","0","18","2.1","0.27","0","18","0","0"
"1","13","21","0","0","17.7","2.1","0.27","0","17.7","0","0"
"1","13","22","0","0","15","1","0.27","0","15","0","0"
"1","13","23","0","0","13","1.5","0.27","0","13","0","0"
"1","14","0","0","0","13.3","1","0.27","0","13.3","0","0"
"1","14","1","0","0","12","0.5","0.27","0","12","0","0"
"1","14","2","0","0","12","1.5","0.27","0","12","0","0"
"1","14","3","0","0","12.4","1.5","0.27","0","12.4","0","0"
"1","14","4","0","0","12.2","1.5","0.27","0","12.2","0","0"
"1","14","5","0","0","12","2.1","0.27","0","12","0","0"
"1","14","6","0","0","12.5","3.1","0.27","0","12.5","0","0"
"1","14","7","0","11","13","1.5","0.27","10.171","13.258","50.474","16.977"
"1","14","8","0","67","15","1.5","0.27","62.819","16.704","416.707","370.233"
"1","14","9","0","128","16","2.6","0.27","121.51","18.638","816.537","755.895"
"1","14","10","283","287","18.5","2.1","0.27","533.429","31.233","3556.996","3399.249"
"1","14","11","761","165","21","1.5","0.27","860.11","44.327","5466.916","5241.493"
"1","14","12","884","93","22.4","2.6","0.27","906.619","42.112","5816.026","5578.232"
"1","14","13","880","86","23","2.6","0.27","867.944","41.881","5586.988","5357.311"
"1","14","14","814","98","23.4","2.6","0.27","754.037","39.824","4922.21","4716.088"
"1","14","15","738","82","23.9","3.6","0.27","567.253","34.393","3815.286","3648.387"
"1","14","16","500","78","22","3.6","0.27","315.869","27.818","2123.673","2016.714"
"1","14","17","133","27","21","2.1","0.27","69.264","22.541","355.097","310.806"
"1","14","18","0","0","19.5","1.5","0.27","0","19.5","0","0"
"1","14","19","0","0","18.7","1.5","0.27","0","18.7","0","0"
"1","14","20","0","0","18","0.5","0.27","0","18","0","0"
"1","14","21","0","0","17.8","0.5","0.27","0","17.8","0","0"
"1","14","22","0","0","15","0","0.27","0","15","0","0"
"1","14","23","0","0","15","2.6","0.27","0","15","0","0"
"1","15","0","0","0","16.7","2.6","0.27","0","16.7","0","0"
"1","15","1","0","0","17","2.1","0.27","0","17","0","0"
"1","15","2","0","0","17","1.5","0.27","0","17","0","0"
"1","15","3","0","0","16.9","1.5","0.27","0","16.9","0","0"
"1","15","4","0","0","17","2.6","0.27","0","17","0","0"
"1","15","5","0","0","17","1","0.27","0","17","0","0"
"1","15","6","0","0","16.7","1.5","0.27","0","16.7","0","0"
"1","15","7","0","18","16","1","0.27","16.667","16.477","83.573","48.904"
"1","15","8","56","94","17","1","0.27","118.66","20.627","794.314","734.459"
"1","15","9","13","203","17.5","2.6","0.27","207.477","22.005","1402.867","1321.449"
"1","15","10","581","235","21","3.1","0.27","717.186","35.308","4740.906","4541.209"
"1","15","11","890","100","21","3.1","0.27","891.995","38.796","5808.732","5571.197"
"1","15","12","914","96","23.4","3.1","0.27","938.209","42.11","6014.897","5770.057"
"1","15","13","919","87","26","2.1","0.27","904.55","47.629","5684.353","5451.225"
"1","15","14","889","78","27","2.1","0.27","786.738","45.841","5015.194","4805.777"
"1","15","15","795","74","27.2","0.5","0.27","596.002","48.158","3793.023","3626.912"
"1","15","16","568","69","25","4.6","0.27","337.478","30.393","2251.413","2139.928"
"1","15","17","175","25","22","3.6","0.27","76.134","23.294","381.227","336.01"
"1","15","18","0","0","19.8","2.6","0.27","0","19.8","0","0"
"1","15","19","0","0","18.9","2.1","0.27","0","18.9","0","0"
"1","15","20","0","0","18","2.6","0.27","0","18","0","0"
"1","15","21","0","0","17.2","3.1","0.27","0","17.2","0","0"
"1","15","22","0","0","17","4.6","0.27","0","17","0","0"
"1","15","23","0","0","16","4.1","0.27","0","16","0","0"
"1","16","0","0","0","15.4","3.1","0.27","0","15.4","0","0"
"1","16","1","0","0","16","3.6","0.27","0","16","0","0"
"1","16","2","0","0","14","3.1","0.27","0","14","0","0"
"1","16","3","0","0","13.1","3.1","0.27","0","13.1","0","0"
"1","16","4","0","0","14","5.7","0.27","0","14","0","0"
"1","16","5","0","0","14","4.1","0.27","0","14","0","0"
"1","16","6","0","0","14.1","5.7","0.27","0","14.1","0","0"
"1","16","7","148","26","16","7.2","0.27","66.596","16.716","324.398","281.195"
"1","16","8","253","153","18","7.7","0.27","281.676","21.188","1935.479","1835.189"
"1","16","9","749","85","21","8.2","0.27","575.041","27.245","3976.934","3804.307"
"1","16","10","832","102","23","7.7","0.27","771.332","31.749","5196.387","4980.55"
"1","16","11","899","97","24","8.2","0.27","897.344","33.708","5960.738","5717.817"
"1","16","12","917","99","25.5","8.2","0.27","945.453","35.723","6214.658","5962.739"
"1","16","13","895","98","26.2","7.7","0.27","897.295","36.363","5897.899","5657.205"
"1","16","14","845","91","27","7.2","0.27","773.53","36.206","5121.808","4908.614"
"1","16","15","626","124","26.9","6.7","0.27","546.39","33.752","3672.441","3510.604"
"1","16","16","377","94","26","6.2","0.27","278.024","29.666","1851.218","1753.913"
"1","16","17","93","27","26","4.6","0.27","55.04","26.825","280.423","238.778"
"1","16","18","0","0","24","2.6","0.27","0","24","0","0"
"1","16","19","0","0","23","2.1","0.27","0","23","0","0"
"1","16","20","0","0","21.5","2.1","0.27","0","21.5","0","0"
"1","16","21","0","0","20","2.6","0.27","0","20","0","0"
"1","16","22","0","0","19","2.6","0.27","0","19","0","0"
"1","16","23","0","0","18","5.1","0.27","0","18","0","0"
"1","17","0","0","0","19","2.1","0.27","0","19","0","0"
"1","17","1","0","0","20","2.1","0.27","0","20","0","0"
"1","17","2","0","0","19","3.6","0.27","0","19","0","0"
"1","17","3","0","0","18.7","3.6","0.27","0","18.7","0","0"
"1","17","4","0","0","18.8","3.1","0.27","0","18.8","0","0"
"1","17","5","0","0","19","2.6","0.27","0","19","0","0"
"1","17","6","0","0","19.5","6.7","0.27","0","19.5","0","0"
"1","17","7","88","26","19.5","6.7","0.27","50.17","20.073","243.521","203.184"
"1","17","8","322","106","22","9.8","0.27","257.973","24.439","1745.585","1652.023"
"1","17","9","500","145","22.6","12.3","0.27","481.412","26.417","3319.063","3169.747"
"1","17","10","530","204","25","13.4","0.27","645.148","29.758","4357.361","4171.254"
"1","17","11","548","238","26","12.9","0.27","749.64","31.694","4995.041","4786.339"
"1","17","12","719","183","26.6","11.8","0.27","869.639","33.7","5748.529","5513.127"
"1","17","13","541","244","27","10.8","0.27","751.804","33.582","4970.85","4763.004"
"1","17","14","333","265","27.3","10.3","0.27","550.229","32.302","3658.207","3496.874"
"1","17","15","161","208","27.7","9.3","0.27","322.392","30.875","2146.038","2038.287"
"1","17","16","11","111","28","9.3","0.27","113.17","29.114","730.154","672.573"
"1","17","17","129","29","27","7.2","0.27","70.196","27.779","355.691","311.379"
"1","17","18","0","0","22.6","5.7","0.27","0","22.6","0","0"
"1","17","19","0","0","22.3","5.7","0.27","0","22.3","0","0"
"1","17","20","0","0","22","5.7","0.27","0","22","0","0"
"1","17","21","0","0","20.6","7.2","0.27","0","20.6","0","0"
"1","17","22","0","0","20","7.2","0.27","0","20","0","0"
"1","17","23","0","0","20","7.2","0.27","0","20","0","0"
"1","18","0","0","0","19.8","7.2","0.27","0","19.8","0","0"
"1","18","1","0","0","19.5","6.4","0.27","0","19.5","0","0"
"1","18","2","0","0","19.3","5.7","0.27","0","19.3","0","0"
"1","18","3","0","0","19","5.7","0.27","0","19","0","0"
"1","18","4","0","0","19","5.1","0.27","0","19","0","0"
"1","18","5","0","0","19","6.7","0.27","0","19","0","0"
"1","18","6","0","0","18.9","6.2","0.27","0","18.9","0","0"
"1","18","7","141","27","19","5.7","0.27","66.617","19.845","324.083","280.891"
"1","18","8","274","122","21","6.2","0.27","254.958","24.359","1725.252","1632.411"
"1","18","9","575","145","21.8","7.2","0.27","528.566","28.1","3627.363","3467.122"
"1","18","10","548","199","22","8.2","0.27","654.044","29.076","4430.191","4241.503"
"1","18","11","606","206","22","9.3","0.27","770.229","29.573","5179.519","4964.28"
"1","18","12","604","221","22.3","8.7","0.27","805.639","30.625","5382.432","5160.002"
"1","18","13","603","208","22","8.7","0.27","772.227","29.984","5183.168","4967.799"
"1","18","14","51","267","22","8.7","0.27","311.667","25.214","2087.863","1982.173"
"1","18","15","409","194","22","7.7","0.27","473.521","27.373","3240.629","3094.092"
"1","18","16","385","95","21","7.7","0.27","283.98","24.218","1935.858","1835.554"
"1","18","17","125","30","20","5.1","0.27","70.472","20.994","375.914","330.885"
"1","18","18","0","0","19.1","4.1","0.27","0","19.1","0","0"
"1","18","19","0","0","19","3.6","0.27","0","19","0","0"
"1","18","20","0","0","18","4.1","0.27","0","18","0","0"
"1","18","21","0","0","17.4","3.1","0.27","0","17.4","0","0"
"1","18","22","0","0","18","3.1","0.27","0","18","0","0"
"1","18","23","0","0","18","2.6","0.27","0","18","0","0"
"1","19","0","0","0","17.4","3.1","0.27","0","17.4","0","0"
"1","19","1","0","0","16","1.5","0.27","0","16","0","0"
"1","19","2","0","0","16","2.6","0.27","0","16","0","0"
"1","19","3","0","0","15.7","1.5","0.27","0","15.7","0","0"
"1","19","4","0","0","15.3","2","0.27","0","15.3","0","0"
"1","19","5","0","0","15","2.6","0.27","0","15","0","0"
"1","19","6","0","0","15.4","1.5","0.27","0","15.4","0","0"
"1","19","7","142","27","21.2","4.6","0.27","67.005","22.176","324.305","281.105"
"1","19","8","251","154","21.2","4.6","0.27","281.067","25.689","1897.378","1798.438"
"1","19","9","748","86","21.2","4.6","0.27","575.642","30.435","3931.371","3760.359"
"1","19","10","845","92","22.1","5.1","0.27","771.745","33.684","5160.403","4945.841"
"1","19","11","871","108","23","3.6","0.27","893.876","39.466","5799.736","5562.52"
"1","19","12","880","114","23.2","4.6","0.27","938.832","38.193","6105.415","5857.367"
